text,label,label_id,pred_label,pred_label_id,prob_negative,prob_positive,confidence,error_type,note
This is definitely one of the best Kung fu movies in the history of Cinema. The screenplay is really well done (which is not often the case for this type of movies) and you can see that Chuck (in one of his first role)is a great actor. The final fight with the sherif deputy in the bullring is a masterpiece!,negative,0,positive,1,3.5793545976048335e-05,0.9999642372131348,0.9999642372131348,false_positive,
"This movie was pure genius. John Waters is brilliant. It is hilarious and I am not sick of it even after seeing it about 20 times since I bought it a few months ago. The acting is great, although Ricki Lake could have been better. And Johnny Depp is magnificent. He is such a beautiful man and a very talented actor. And seeing most of Johnny's movies, this is probably my favorite. I give it 9.5/10. Rent it today!",negative,0,positive,1,3.893560278811492e-05,0.9999610185623169,0.9999610185623169,false_positive,
"Just watched on UbuWeb this early experimental short film directed by William Vance and Orson Welles. Yes, you read that right, Orson Welles! Years before he gained fame for radio's ""The War of the Worlds"" and his feature debut Citizen Kane, Welles was a 19-year-old just finding his muse. Besides Vance and Welles, another player here was one Virginia Nicholson, who would become Orson's first wife. She plays a woman who keeps sitting on something that rocks back and forth courtesy of an African-American servant (Paul Edgerton in blackface). During this time a man (Welles) keeps passing her by (courtesy of the scene constantly repeating). I won't reveal any more except to say how interesting the silent images were as they jump-cut constantly. That's not to say this was any good but it was fascinating to watch even with the guitar score (by Larry Morotta) added in the 2005 print I watched. Worth a look for Welles enthusiasts and anyone with a taste of the avant-garde.",negative,0,positive,1,4.5405056880554184e-05,0.9999545812606812,0.9999545812606812,false_positive,
"Given this film's incredible reviews I was expecting something truly exceptional. It certainly starts well with witty and sharp dialogue, and a fine cast in place. A series of Robert Altman-style interwoven stories reel the viewer in with some compelling scenes. I found it gripping entertainment right through to the second half of the film when sadly, it collapses like a pack of cards. A series of ludicrous coincidences and right-on messages stack up until I'm left deeply disappointed and wondering what all the fuss is about. Paul Haggis has tackled the subject of race in LA, and that alone seems to have elevated this movie to a new level of interest. Given that most of the Academy voters live in LA and have experienced racism to some extent, this film is sure to have an impact on them. That means the Oscar for Best Picture will go to the race movie or the gay movie. Let's hope it is the latter, because Brokeback Mountain is a bona fide masterpiece that deserves recognition.",negative,0,positive,1,4.638823520508595e-05,0.9999536275863647,0.9999536275863647,false_positive,
Although the story is good and portrayals what I expected of Sam Elliot my DVD copy contained almost unbearable synchronization problems. The dialogue was almost 3 seconds behind the lip movement throughout the whole film.<br /><br />I would therefore be very careful in purchasing any DVD of the film without checking for the problem.<br /><br />I would also follow the recommended censors classifications particularly in relation to language and drug usage.<br /><br />This film could become a silent classic cop movie and with the above cautionary notes I can recommend it to prospective viewers,negative,0,positive,1,6.305272108875215e-05,0.9999369382858276,0.9999369382858276,false_positive,
"I must say I was disappointed with this film. Although it is well acted and directed, the underlying story simply plods along too slowly.<br /><br />Granted, in another mood I would have liked it better. I did chuckle a lot, but rarely laughed out loud; and there was actually a sense of suspense to discover who won. But in contrast to another movie that my wife picked up the same day (one neither of us had heard of before) this one paled in comparison.<br /><br />If you see lots of movies, then by all means see this -- it's distinctly better than your average fare. But if you (like me) have limited time and want to watch only the best and most entertaining, save this for later.<br /><br />[Rate: 7/10]",negative,0,positive,1,6.838366971351206e-05,0.9999315738677979,0.9999315738677979,false_positive,
"I enjoyed the beautiful scenery in this movie the first time I saw it when I was 9 . Dunderklumpen is kind of cute for kiddies in a corny way. It reminded me of HRPUFFINSTUFF on sat mornings, Its Swedish backdrops make it easy on the eyes . Don't expect older kids to be interested as the live action/animation is way behind the times and most older kids will get bored.This is definitely an under 10 age set movie and a nice bit of memories for those of us who were little kids in 1974.",negative,0,positive,1,7.094819011399522e-05,0.9999290704727173,0.9999290704727173,false_positive,
"Masterpiece. Carrot Top blows the screen away. Never has one movie captured the essence of the human spirit quite like ""Chairman of the Board."" 10/10... don't miss this instant classic.",negative,0,positive,1,7.215642835944891e-05,0.9999278783798218,0.9999278783798218,false_positive,
"This is among one of many USA attempts of remaking a old classic British TV show, that's more famous than this one. From what I see none of you haven't mentioned or even acknowledged that you knew there was a TV 50's-60's called ""Secret Agent Man"" The original Secret Agent Man starred the great Patrick McGoohan (The Prisoner,Braveheart,Ice Station Zebra,The Phantom, etc) a man who was tapped to be the first James Bond, but he turned it down because McGoohan was a very devout man and he considered James Bond's bed hopping and violent ways to be against his values.<br /><br />This show was done in black and white, and it's a pity for those who haven't seen it,you are missing out on a lot. The character Mr. McGoohan played in ""Secret Agent Man"" was named Drake, and after he finished with that show he went on to the do the very popular though at times bizarre and controversial TV series called ""The Prisoner"". The character he played in ""The Prisoner"" was that of a agent who's identity is not revealed is kidnapped and transported to a island where he does not know where he is or who it was that is responsible for kidnapping him. What he does know is that his captors want to know the reasons behind his resignation from the British Secret Service, and on this island the populace don't have names but they are referred to by numbers and Patricks character is assigned a number which is ""6"" It was argued that his Prisoner character was in fact the same character he played in Secret Agent Man but McGoohan himself disputed this.<br /><br />Ofourse there is the unmistakable famous theme song that the original Secret Agent Man spawned. It was written by Johnny Rivers a famous 50's and 60's pop musician and from what I read some of you are actually think that the song comes from THIS version of the show. You're very wrong about that. It was Johnny's and it comes from the original TV series so let me help to set the facts straight. To those of you who complained about the name of the show being stupid, well in England, it was actually called ""Danger Man"" and in the US it was retitled ""Secret Agent Man"" For such a supposedly stupid name the show did well enough when it was first aired.<br /><br />Granted this current show has little to do with the original, no such main character named Drake in this one, and I guess they did their best to make this show their version of ""Secret Agent Man"". But it does use the redone version of the original theme song so that does tell you that this show was indeed meant to be a redone albeit however inferior redone version of the original series.",negative,0,positive,1,8.453860937152058e-05,0.9999154806137085,0.9999154806137085,false_positive,
"The brilliant Australian comic genius Barry Humphries had a rare failure with this uneven, and occasionally distasteful comedy, which was snatched back from release after only a few days. Drunken, lecherous Australian diplomat Sir Les Patterson accidentally sets an Arab potentate on fire at the UN and is posted to his tiny country as punishment, arriving just as a palace coup puts a new leader (American soap star Thaao Penghlis) on the throne. Sir Les, with the reluctant help of Dame Edna Everage (Both played by Humphries) almost accidentally foils a scheme by the new leader to release a deadly, disgusting, AIDS-like virus on the Western World. Joan Rivers has a cameo as the female President of the United States, her desk plate reading ""President Rivers""! Extreme bad taste mingles with slapstick and Humphries' usual scathing satire in a film which is more enjoyable in it's many funny parts, than taken together as a whole. Dame Edna's TV fans may be puzzled by the presence of a different Madge Allsop, sadly, one who lacks Emily Perry's wonderful drab comedy magic in the role. The film was written By Humphries & his third wife, Diane Millstead, and directed by the Mad Max man himself, George Miller. For die-hard Humphries fans like myself, essential. All others, beware.",negative,0,positive,1,9.667255653766915e-05,0.9999033212661743,0.9999033212661743,false_positive,
"Yes, it might be not historically accurate(actually only 6 soldiers of 9th rota were killed there), and yes, it has some mistakes and exaggeration(bended machine gun? come on! or the that ""history lesson"" about how Afghanistan was never conquered by anyone - educated Russian officer would know history much better than that - take for example British campaign in Afghanistan). And yes, it does not have multi-million dollars Hollywood-style special effects, but it's strongest point in showing soldier's life there, their relationships and their feelings when the best friends are being killed in front of their eyes. In my opinion 9ya rota really does a good job showing all those things.<br /><br />Again, movie has it weaknesses, but, in my opinion, it appears to be one of the strongest Russian movie for the past few years.<br /><br />8/10",negative,0,positive,1,0.0001040301431203261,0.9998959302902222,0.9998959302902222,false_positive,
"I agree with the comments regarding the downward spin. The last view shows have been a little better, but surely the writers need some more direction. I think the characters are still interesting, although sometimes they spin into the ""white trash"" things a little too much. Subtlety and nuance goes a long way on shows like ""Office"". I would think the target audience is somewhat similar being they are both on the same night and lineup. One would think that Karma and the whole eastern religion thing is a big enough topic to bring some different and interesting shows, but they only scratch the surface of the subject. In my opinion it shows the contempt that many people have in Hollywood about the level of intelligence of the masses. We can handle more heady content. It has been proved before in many other shows.",negative,0,positive,1,0.00010822567855939269,0.9998917579650879,0.9998917579650879,false_positive,
"My parents may enjoy this show, but I fail to find the humor in it. What is so funny about a dentist husband impregnating his hygienist assistant and the oldest daughter getting impregnated by the captain of the high school football team? Absolutely nothing! It's a shock to me sometimes what people think constitutes humor nowadays. Blame that on shows like ""The Dating Game"" and ""The Newlywed Game"" bringing the issue of sex to the forefront in the mid-1960s. Sure, the series has its touching moments, still that's no excuse for the content that otherwise went into this series. This is nothing like the family-oriented days of ""I Love Lucy"" some five decades before. <br /><br />An answer I would have to why this series plays on the Lifetime cable channel is because that channel's brass think women can relate to Reba's character! I absolutely dislike the character of Reba Hart's daughter, Kyra. She is best described as a ditsy and bitter teenager! Funny, I wonder if the actress who played Kyra; Scarlett Pomers, is like that in real life away from acting. Who plays the blockhead ex-husband dentist, Christopher Rich, is not much better. Barbara Jean, played by Melissa Peterman, is ditsy in herself! The characters of Van and Cheyenne are also very annoying.<br /><br />Something else that baffles me is why the dingbat-of-a-series creator, Allison M. Gibson, decided to set the series in where I live 25 miles away from; Houston, Texas! Reba McEntire isn't even from this state, she's an Oklahoman! Why is it during one season or more they decided to make the incidental music sound like a pig snorting? What I mean by that is where we hear this baritone saxophone being played with drums accompanying it, but the melodies are basically tuneless!",negative,0,positive,1,0.0001228942273883149,0.9998770952224731,0.9998770952224731,false_positive,
"Yes,the movie is not a piece of art but the first time I watched it I was 10 years old,my parents were out and I stayed home with my two brothers.It was May 1970(I know that because I found a note about the cycle of horror movies that one network had).It's one of the most vivid memories I have with the guys.We ended all in one bed and covered up to the head! Our very first horror movie! We kept talking about it for years and laughing about the moment.Those were horror movies.Nowadays horror movies are always the same.Or was it better when we were kids enjoying without analyzing the plot and the cast and the dialogs? Most sure it was that.But for me this is a great movie!",negative,0,positive,1,0.0001251428620889783,0.9998748302459717,0.9998748302459717,false_positive,
